TIME_HAL,SDCARD_ERROR,SDCARD_ERROR_COUNT,SDCARD_DEAD,RTC_ERROR,RTC_ERROR_COUNT,RTC_DEAD,GPS_ERROR,GPS_ERROR_COUNT,GPS_DEAD,RADIO_ERROR,RADIO_ERROR_COUNT,RADIO_DEAD,IMU_ERROR,IMU_ERROR_COUNT,IMU_DEAD,FUEL_GAUGE_ERROR,FUEL_GAUGE_ERROR_COUNT,FUEL_GAUGE_DEAD,BATT_HEATERS_ERROR,BATT_HEATERS_ERROR_COUNT,BATT_HEATERS_DEAD,WATCHDOG_ERROR,WATCHDOG_ERROR_COUNT,WATCHDOG_DEAD,BURN_WIRES_ERROR,BURN_WIRES_ERROR_COUNT,BURN_WIRES_DEAD,BOARD_PWR_ERROR,BOARD_PWR_ERROR_COUNT,BOARD_PWR_DEAD,RADIO_PWR_ERROR,RADIO_PWR_ERROR_COUNT,RADIO_PWR_DEAD,GPS_PWR_ERROR,GPS_PWR_ERROR_COUNT,GPS_PWR_DEAD,JETSON_PWR_ERROR,JETSON_PWR_ERROR_COUNT,JETSON_PWR_DEAD,XP_PWR_ERROR,XP_PWR_ERROR_COUNT,XP_PWR_DEAD,XM_PWR_ERROR,XM_PWR_ERROR_COUNT,XM_PWR_DEAD,YP_PWR_ERROR,YP_PWR_ERROR_COUNT,YP_PWR_DEAD,YM_PWR_ERROR,YM_PWR_ERROR_COUNT,YM_PWR_DEAD,ZP_PWR_ERROR,ZP_PWR_ERROR_COUNT,ZP_PWR_DEAD,TORQUE_XP_ERROR,TORQUE_XP_ERROR_COUNT,TORQUE_XP_DEAD,TORQUE_XM_ERROR,TORQUE_XM_ERROR_COUNT,TORQUE_XM_DEAD,TORQUE_YP_ERROR,TORQUE_YP_ERROR_COUNT,TORQUE_YP_DEAD,TORQUE_YM_ERROR,TORQUE_YM_ERROR_COUNT,TORQUE_YM_DEAD,TORQUE_ZP_ERROR,TORQUE_ZP_ERROR_COUNT,TORQUE_ZP_DEAD,TORQUE_ZM_ERROR,TORQUE_ZM_ERROR_COUNT,TORQUE_ZM_DEAD,LIGHT_XP_ERROR,LIGHT_XP_ERROR_COUNT,LIGHT_XP_DEAD,LIGHT_XM_ERROR,LIGHT_XM_ERROR_COUNT,LIGHT_XM_DEAD,LIGHT_YP_ERROR,LIGHT_YP_ERROR_COUNT,LIGHT_YP_DEAD,LIGHT_YM_ERROR,LIGHT_YM_ERROR_COUNT,LIGHT_YM_DEAD,LIGHT_ZM_ERROR,LIGHT_ZM_ERROR_COUNT,LIGHT_ZM_DEAD,LIGHT_ZP_1_ERROR,LIGHT_ZP_1_ERROR_COUNT,LIGHT_ZP_1_DEAD,LIGHT_ZP_2_ERROR,LIGHT_ZP_2_ERROR_COUNT,LIGHT_ZP_2_DEAD,LIGHT_ZP_3_ERROR,LIGHT_ZP_3_ERROR_COUNT,LIGHT_ZP_3_DEAD,LIGHT_ZP_4_ERROR,LIGHT_ZP_4_ERROR_COUNT,LIGHT_ZP_4_DEAD,NEOPIXEL_ERROR,NEOPIXEL_ERROR_COUNT,NEOPIXEL_DEAD
947100691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
